user_id,monthly_income,current_balance,curr_dining,last_dining,dining_change_pct,curr_shopping,last_shopping,shopping_delta_amt,total_spend,expense_ratio,savings_ratio,goal_target,months_to_goal,goal_shortfall,predicted_balance_15d,agent_ground_truth_advice
329,61064,467747,7895,6920,14.1,2880,3717,-837,45369,0.74,0.26,1000000,57.8,532253,445062,Goal reach in 57.8 months. High risk: Expense ratio at 70%+. Reduce wants.
330,164330,55812,4662,5566,-16.2,22085,21768,317,52446,0.32,0.68,50000,0.3,0,29589,Goal reach in 0.3 months. Excellent budget discipline!
331,111150,441742,6946,8695,-20.1,1848,1499,349,46327,0.42,0.58,500000,6.4,58258,418578,Goal reach in 6.4 months. Excellent budget discipline!
332,54707,91190,11559,13960,-17.2,9024,7454,1570,41363,0.76,0.24,500000,36.1,408810,70508,Goal reach in 36.1 months. High risk: Expense ratio at 70%+. Reduce wants.
333,174908,214716,12291,14799,-16.9,16957,11115,5842,55599,0.32,0.68,500000,3.8,285284,186916,Goal reach in 3.8 months. Excellent budget discipline!
334,41918,347893,14708,9772,50.5,19125,25080,-5955,57147,1.36,0.0,1000000,-1.0,1000000,319320,Dining increased by 51%. Great! Shopping reduced by ₹5955. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
335,160641,292567,4442,4184,6.2,3511,4536,-1025,36327,0.23,0.77,100000,0.3,0,274404,Goal reach in 0.3 months. Excellent budget discipline!
336,36259,446918,11752,15072,-22.0,5273,6350,-1077,30289,0.84,0.16,50000,0.1,0,431774,Goal reach in 0.1 months. High risk: Expense ratio at 70%+. Reduce wants.
337,50664,114128,6740,6836,-1.4,13907,15251,-1344,61831,1.22,0.0,1000000,-1.0,1000000,83212,Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
338,134774,141980,13655,11492,18.8,2360,3046,-686,40495,0.3,0.7,1000000,10.3,858020,121732,Goal reach in 10.3 months. Excellent budget discipline!
339,137973,455154,10579,10074,5.0,14496,15916,-1420,38870,0.28,0.72,1000000,9.2,544846,435719,Goal reach in 9.2 months. Excellent budget discipline!
340,180966,322924,14325,19314,-25.8,5976,5155,821,36023,0.2,0.8,50000,0.1,0,304912,Goal reach in 0.1 months. Excellent budget discipline!
341,99412,182123,5217,4022,29.7,7948,5768,2180,53933,0.54,0.46,1000000,21.2,817877,155156,Goal reach in 21.2 months. Excellent budget discipline!
342,101056,130571,10429,13709,-23.9,1552,1527,25,36597,0.36,0.64,500000,7.4,369429,112272,Goal reach in 7.4 months. Excellent budget discipline!
343,158633,174035,7745,6795,14.0,7302,9624,-2322,29523,0.19,0.81,50000,0.1,0,159274,Great! Shopping reduced by ₹2322. Goal reach in 0.1 months. Excellent budget discipline!
344,130475,281762,9237,11737,-21.3,1142,1227,-85,23148,0.18,0.82,1000000,8.8,718238,270188,Goal reach in 8.8 months. Excellent budget discipline!
345,82590,223379,2897,3086,-6.1,10635,10988,-353,46873,0.57,0.43,1000000,26.7,776621,199942,Goal reach in 26.7 months. Excellent budget discipline!
346,43790,354738,9773,13213,-26.0,18755,20163,-1408,69062,1.58,0.0,50000,-1.0,50000,320207,Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
347,182418,451122,6087,5999,1.5,24490,25321,-831,62435,0.34,0.66,100000,0.1,0,419904,Goal reach in 0.1 months. Excellent budget discipline!
348,163645,215161,7434,9285,-19.9,2517,3027,-510,26382,0.16,0.84,50000,0.1,0,201970,Goal reach in 0.1 months. Excellent budget discipline!
349,144584,99459,4096,4495,-8.9,13091,11615,1476,41723,0.29,0.71,500000,4.7,400541,78598,Goal reach in 4.7 months. Excellent budget discipline!
350,86493,11943,6484,4406,47.2,15445,15219,226,61681,0.71,0.29,500000,20.1,488057,-18898,Dining increased by 47%. Goal reach in 20.1 months. High risk: Expense ratio at 70%+. Reduce wants.
351,126902,74259,2204,2675,-17.6,4818,6266,-1448,42779,0.34,0.66,500000,5.8,425741,52870,Goal reach in 5.8 months. Excellent budget discipline!
352,186912,141635,6085,7561,-19.5,12660,9142,3518,35912,0.19,0.81,50000,0.1,0,123679,Goal reach in 0.1 months. Excellent budget discipline!
353,91346,267435,12352,16228,-23.9,4497,5550,-1053,30190,0.33,0.67,50000,0.1,0,252340,Goal reach in 0.1 months. Excellent budget discipline!
354,114593,193329,12120,10230,18.5,8815,8438,377,33634,0.29,0.71,500000,5.7,306671,176512,Goal reach in 5.7 months. Excellent budget discipline!
355,174026,326182,8173,5429,50.5,6328,7371,-1043,36327,0.21,0.79,1000000,6.8,673818,308018,Dining increased by 51%. Goal reach in 6.8 months. Excellent budget discipline!
356,161632,121026,4938,4009,23.2,24239,19939,4300,61248,0.38,0.62,1000000,9.7,878974,90402,Goal reach in 9.7 months. Excellent budget discipline!
357,39498,286320,10450,13102,-20.2,10357,7386,2971,63859,1.62,0.0,50000,-1.0,50000,254390,Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
358,109368,103622,11350,10975,3.4,21076,24387,-3311,52795,0.48,0.52,100000,1.4,0,77224,Great! Shopping reduced by ₹3311. Goal reach in 1.4 months. Excellent budget discipline!
359,105609,16667,8240,5682,45.0,17675,14592,3083,58382,0.55,0.45,50000,1.0,33333,-12524,Dining increased by 45%. Goal reach in 1.0 months. Excellent budget discipline!
360,177565,91647,5959,6810,-12.5,19756,16295,3461,53324,0.3,0.7,100000,0.7,0,64985,Goal reach in 0.7 months. Excellent budget discipline!
361,187748,51294,11879,15336,-22.5,6943,5111,1832,50776,0.27,0.73,50000,0.3,0,25906,Goal reach in 0.3 months. Excellent budget discipline!
362,33214,406858,2964,3030,-2.2,11829,9100,2729,28516,0.86,0.14,1000000,195.5,593142,392600,Goal reach in 195.5 months. High risk: Expense ratio at 70%+. Reduce wants.
363,78460,41421,5791,7018,-17.5,11742,12497,-755,37005,0.47,0.53,100000,2.2,58579,22918,Goal reach in 2.2 months. Excellent budget discipline!
364,180183,20610,7231,7922,-8.7,1845,1892,-47,42279,0.23,0.77,50000,0.3,0,-530,Goal reach in 0.3 months. Excellent budget discipline!
365,123331,45879,11454,10832,5.7,20342,17725,2617,58104,0.47,0.53,500000,7.5,454121,16827,Goal reach in 7.5 months. Excellent budget discipline!
366,122904,154974,10555,9120,15.7,23549,22622,927,64553,0.53,0.47,1000000,16.6,845026,122698,Goal reach in 16.6 months. Excellent budget discipline!
367,183963,411873,14972,10779,38.9,24288,16627,7661,58944,0.32,0.68,1000000,7.3,588127,382401,Dining increased by 39%. Goal reach in 7.3 months. Excellent budget discipline!
368,93451,386819,3443,4323,-20.4,22210,26761,-4551,36697,0.39,0.61,1000000,16.3,613181,368470,Great! Shopping reduced by ₹4551. Goal reach in 16.3 months. Excellent budget discipline!
369,188065,203151,2731,2054,33.0,17069,16432,637,45408,0.24,0.76,50000,0.1,0,180447,Dining increased by 33%. Goal reach in 0.1 months. Excellent budget discipline!
370,40773,362464,6308,6178,2.1,4162,4640,-478,47061,1.15,0.0,500000,-1.0,500000,338934,Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
371,153749,98212,6534,6739,-3.0,10463,11868,-1405,58625,0.38,0.62,50000,0.3,0,68900,Goal reach in 0.3 months. Excellent budget discipline!
372,102224,252283,7662,5564,37.7,23838,25944,-2106,48796,0.48,0.52,100000,0.9,0,227885,Dining increased by 38%. Great! Shopping reduced by ₹2106. Goal reach in 0.9 months. Excellent budget discipline!
373,105340,16117,5990,4064,47.4,5055,6111,-1056,22463,0.21,0.79,500000,6.0,483883,4886,Dining increased by 47%. Goal reach in 6.0 months. Excellent budget discipline!
374,122232,263245,8565,6897,24.2,16304,20714,-4410,56913,0.47,0.53,100000,0.7,0,234788,Great! Shopping reduced by ₹4410. Goal reach in 0.7 months. Excellent budget discipline!
375,193232,375465,13314,8879,49.9,1508,1333,175,46687,0.24,0.76,500000,2.9,124535,352122,Dining increased by 50%. Goal reach in 2.9 months. Excellent budget discipline!
376,38278,254958,6021,7877,-23.6,24278,33722,-9444,64677,1.69,0.0,1000000,-1.0,1000000,222620,Great! Shopping reduced by ₹9444. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
377,179869,472251,6499,5558,16.9,16267,10870,5397,51931,0.29,0.71,500000,3.2,27749,446286,Goal reach in 3.2 months. Excellent budget discipline!
378,157119,122267,8701,10969,-20.7,8804,6303,2501,48384,0.31,0.69,50000,0.2,0,98075,Goal reach in 0.2 months. Excellent budget discipline!
379,90096,439887,11261,10327,9.0,20718,27370,-6652,53422,0.59,0.41,1000000,24.9,560113,413176,Great! Shopping reduced by ₹6652. Goal reach in 24.9 months. Excellent budget discipline!
380,60614,11358,4663,4896,-4.8,5154,3910,1244,54579,0.9,0.1,500000,82.5,488642,-15932,Goal reach in 82.5 months. High risk: Expense ratio at 70%+. Reduce wants.
381,172513,461496,5798,6783,-14.5,17713,12875,4838,51600,0.3,0.7,1000000,7.5,538504,435696,Goal reach in 7.5 months. Excellent budget discipline!
382,65476,131484,5585,3396,64.5,10293,9296,997,30995,0.47,0.53,1000000,28.2,868516,115986,Dining increased by 64%. Goal reach in 28.2 months. Excellent budget discipline!
383,40038,36644,4382,3531,24.1,17205,13717,3488,35111,0.88,0.12,50000,8.7,13356,19088,Goal reach in 8.7 months. High risk: Expense ratio at 70%+. Reduce wants.
384,120080,231582,10368,8283,25.2,11950,8212,3738,38256,0.32,0.68,100000,0.7,0,212454,Goal reach in 0.7 months. Excellent budget discipline!
385,185505,228707,6887,9187,-25.0,6339,7675,-1336,24077,0.13,0.87,1000000,5.9,771293,216668,Goal reach in 5.9 months. Excellent budget discipline!
386,189544,154054,8046,9920,-18.9,1854,1957,-103,19649,0.1,0.9,1000000,5.7,845946,144230,Goal reach in 5.7 months. Excellent budget discipline!
387,155175,147177,13512,8145,65.9,9306,9155,151,39250,0.25,0.75,500000,4.1,352823,127552,Dining increased by 66%. Goal reach in 4.1 months. Excellent budget discipline!
388,184700,34856,2051,1723,19.0,21633,25455,-3822,39837,0.22,0.78,1000000,6.9,965144,14938,Great! Shopping reduced by ₹3822. Goal reach in 6.9 months. Excellent budget discipline!
389,68114,344636,6302,8233,-23.5,5655,7420,-1765,26910,0.4,0.6,50000,0.1,0,331181,Goal reach in 0.1 months. Excellent budget discipline!
390,87633,292263,8080,11111,-27.3,12283,8313,3970,38619,0.44,0.56,1000000,19.2,707737,272954,Goal reach in 19.2 months. Excellent budget discipline!
391,199090,421040,13629,16400,-16.9,23886,26777,-2891,83518,0.42,0.58,100000,0.1,0,379281,Great! Shopping reduced by ₹2891. Goal reach in 0.1 months. Excellent budget discipline!
392,64898,82881,14837,10898,36.1,13068,8747,4321,49599,0.76,0.24,100000,5.5,17119,58082,Dining increased by 36%. Goal reach in 5.5 months. High risk: Expense ratio at 70%+. Reduce wants.
393,98836,443612,7665,10657,-28.1,10887,12478,-1591,38518,0.39,0.61,100000,0.2,0,424353,Goal reach in 0.2 months. Excellent budget discipline!
394,81715,358035,13704,13883,-1.3,12276,16795,-4519,62284,0.76,0.24,100000,1.5,0,326893,Great! Shopping reduced by ₹4519. Goal reach in 1.5 months. High risk: Expense ratio at 70%+. Reduce wants.
395,44005,484390,6606,4310,53.3,11448,10225,1223,50141,1.14,0.0,100000,-1.0,100000,459320,Dining increased by 53%. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
396,36143,256663,11509,7071,62.8,12246,10162,2084,41026,1.14,0.0,100000,-1.0,100000,236150,Dining increased by 63%. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
397,167142,209737,5290,5806,-8.9,11890,14455,-2565,58607,0.35,0.65,100000,0.5,0,180434,Great! Shopping reduced by ₹2565. Goal reach in 0.5 months. Excellent budget discipline!
398,86068,177858,5041,5971,-15.6,18581,22516,-3935,38325,0.45,0.55,100000,1.3,0,158696,Great! Shopping reduced by ₹3935. Goal reach in 1.3 months. Excellent budget discipline!
399,91641,370892,9690,13233,-26.8,13729,9696,4033,45948,0.5,0.5,1000000,20.3,629108,347918,Goal reach in 20.3 months. Excellent budget discipline!
400,37642,255855,14754,14092,4.7,16767,18026,-1259,57890,1.54,0.0,1000000,-1.0,1000000,226910,Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
401,114149,91603,3046,3409,-10.7,23912,32056,-8144,43280,0.38,0.62,1000000,13.9,908397,69963,Great! Shopping reduced by ₹8144. Goal reach in 13.9 months. Excellent budget discipline!
402,137441,332924,11510,7406,55.4,16385,14183,2202,56703,0.41,0.59,1000000,11.6,667076,304572,Dining increased by 55%. Goal reach in 11.6 months. Excellent budget discipline!
403,141149,402309,5101,6788,-24.9,23230,17864,5366,63778,0.45,0.55,500000,5.4,97691,370420,Goal reach in 5.4 months. Excellent budget discipline!
404,92183,427601,13189,18335,-28.1,1098,1343,-245,53332,0.58,0.42,1000000,23.5,572399,400935,Goal reach in 23.5 months. Excellent budget discipline!
405,169515,333170,10089,10701,-5.7,2276,3046,-770,33565,0.2,0.8,50000,0.1,0,316388,Goal reach in 0.1 months. Excellent budget discipline!
406,35007,396780,8430,7665,10.0,16606,20449,-3843,46671,1.33,0.0,50000,-1.0,50000,373444,Great! Shopping reduced by ₹3843. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
407,127429,164881,5761,6919,-16.7,13608,16218,-2610,52452,0.41,0.59,500000,6.2,335119,138655,Great! Shopping reduced by ₹2610. Goal reach in 6.2 months. Excellent budget discipline!
408,172215,248858,9794,7693,27.3,7859,7204,655,55928,0.32,0.68,1000000,8.2,751142,220894,Goal reach in 8.2 months. Excellent budget discipline!
409,37652,138213,13116,17948,-26.9,9669,13138,-3469,44847,1.19,0.0,500000,-1.0,500000,115790,Great! Shopping reduced by ₹3469. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
410,127378,334821,4711,3016,56.2,11988,8658,3330,40748,0.32,0.68,100000,0.4,0,314447,Dining increased by 56%. Goal reach in 0.4 months. Excellent budget discipline!
411,44203,393726,8673,11528,-24.8,12276,14304,-2028,35025,0.79,0.21,50000,0.1,0,376214,Great! Shopping reduced by ₹2028. Goal reach in 0.1 months. High risk: Expense ratio at 70%+. Reduce wants.
412,196538,105396,13460,11338,18.7,18282,21625,-3343,55455,0.28,0.72,50000,0.2,0,77668,Great! Shopping reduced by ₹3343. Goal reach in 0.2 months. Excellent budget discipline!
413,35891,163266,13240,17575,-24.7,4193,4430,-237,42136,1.17,0.0,50000,-1.0,50000,142198,Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
414,196786,148372,5547,3605,53.9,5470,3491,1979,32335,0.16,0.84,100000,0.4,0,132204,Dining increased by 54%. Goal reach in 0.4 months. Excellent budget discipline!
415,158736,464895,13254,13594,-2.5,2777,2237,540,24072,0.15,0.85,100000,0.1,0,452859,Goal reach in 0.1 months. Excellent budget discipline!
416,172744,195164,6591,6426,2.6,13749,15105,-1356,58204,0.34,0.66,500000,4.0,304836,166062,Goal reach in 4.0 months. Excellent budget discipline!
417,127066,72989,5140,3227,59.3,7250,8785,-1535,27619,0.22,0.78,50000,0.4,0,59180,Dining increased by 59%. Goal reach in 0.4 months. Excellent budget discipline!
418,123582,43121,3203,3334,-3.9,3735,4117,-382,35503,0.29,0.71,1000000,11.3,956879,25370,Goal reach in 11.3 months. Excellent budget discipline!
419,127119,111873,12799,13842,-7.5,1316,1724,-408,29595,0.23,0.77,500000,4.9,388127,97076,Goal reach in 4.9 months. Excellent budget discipline!
420,48938,294427,2702,2937,-8.0,8483,10940,-2457,50146,1.02,0.0,500000,-1.0,500000,269354,Great! Shopping reduced by ₹2457. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
421,110294,101495,9940,12340,-19.4,17671,22495,-4824,60014,0.54,0.46,500000,9.5,398505,71488,Great! Shopping reduced by ₹4824. Goal reach in 9.5 months. Excellent budget discipline!
422,102842,203757,9368,5630,66.4,15144,15514,-370,41183,0.4,0.6,500000,7.4,296243,183166,Dining increased by 66%. Goal reach in 7.4 months. Excellent budget discipline!
423,155709,471533,2576,2236,15.2,2896,2705,191,44976,0.29,0.71,500000,3.7,28467,449045,Goal reach in 3.7 months. Excellent budget discipline!
424,52874,177232,6591,6967,-5.4,12841,16009,-3168,38222,0.72,0.28,1000000,65.8,822768,158121,Great! Shopping reduced by ₹3168. Goal reach in 65.8 months. High risk: Expense ratio at 70%+. Reduce wants.
425,63165,76735,13061,14985,-12.8,9351,12532,-3181,41177,0.65,0.35,1000000,44.8,923265,56146,Great! Shopping reduced by ₹3181. Goal reach in 44.8 months. Excellent budget discipline!
426,114073,197480,6725,6495,3.5,19948,17907,2041,68048,0.6,0.4,500000,10.0,302520,163456,Goal reach in 10.0 months. Excellent budget discipline!
427,88770,235819,3744,4572,-18.1,18017,13986,4031,51975,0.59,0.41,1000000,25.9,764181,209832,Goal reach in 25.9 months. Excellent budget discipline!
428,189619,174009,11132,12714,-12.4,14715,19281,-4566,59056,0.31,0.69,500000,3.6,325991,144481,Great! Shopping reduced by ₹4566. Goal reach in 3.6 months. Excellent budget discipline!
429,76922,274101,10274,8858,16.0,15112,14181,931,54350,0.71,0.29,1000000,41.9,725899,246926,Goal reach in 41.9 months. High risk: Expense ratio at 70%+. Reduce wants.
430,81742,340683,11358,14300,-20.6,4060,4689,-629,28684,0.35,0.65,500000,8.1,159317,326341,Goal reach in 8.1 months. Excellent budget discipline!
431,137054,128427,5473,4445,23.1,5153,6249,-1096,33928,0.25,0.75,500000,4.6,371573,111463,Goal reach in 4.6 months. Excellent budget discipline!
432,41462,149983,13796,14845,-7.1,8925,6643,2282,54536,1.32,0.0,500000,-1.0,500000,122715,Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
433,97832,241109,11040,8716,26.7,24830,16801,8029,71239,0.73,0.27,500000,17.0,258891,205490,Goal reach in 17.0 months. High risk: Expense ratio at 70%+. Reduce wants.
434,87874,36654,9486,5942,59.6,4566,3687,879,26289,0.3,0.7,100000,1.5,63346,23510,Dining increased by 60%. Goal reach in 1.5 months. Excellent budget discipline!
435,157699,424998,2772,2131,30.1,12026,15101,-3075,32503,0.21,0.79,1000000,7.3,575002,408746,Dining increased by 30%. Great! Shopping reduced by ₹3075. Goal reach in 7.3 months. Excellent budget discipline!
436,30285,486966,3419,4191,-18.4,4232,4360,-128,24773,0.82,0.18,500000,73.0,13034,474580,Goal reach in 73.0 months. High risk: Expense ratio at 70%+. Reduce wants.
437,160231,109788,11572,8321,39.1,18039,17083,956,60818,0.38,0.62,50000,0.3,0,79379,Dining increased by 39%. Goal reach in 0.3 months. Excellent budget discipline!
438,196054,158482,9298,11092,-16.2,19718,25190,-5472,38493,0.2,0.8,1000000,6.1,841518,139236,Great! Shopping reduced by ₹5472. Goal reach in 6.1 months. Excellent budget discipline!
439,79843,276541,4969,3402,46.1,11529,15434,-3905,48673,0.61,0.39,1000000,30.3,723459,252204,Dining increased by 46%. Great! Shopping reduced by ₹3905. Goal reach in 30.3 months. Excellent budget discipline!
440,195164,215799,8943,10595,-15.6,14898,14576,322,64654,0.33,0.67,1000000,7.3,784201,183472,Goal reach in 7.3 months. Excellent budget discipline!
441,100834,430941,13776,14931,-7.7,17579,18143,-564,58868,0.58,0.42,100000,0.3,0,401507,Goal reach in 0.3 months. Excellent budget discipline!
442,107545,227774,6840,5037,35.8,2281,1595,686,21862,0.2,0.8,50000,0.1,0,216843,Dining increased by 36%. Goal reach in 0.1 months. Excellent budget discipline!
443,33147,165606,12030,10726,12.2,13218,15856,-2638,61603,1.86,0.0,50000,-1.0,50000,134804,Great! Shopping reduced by ₹2638. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
444,187050,381192,5282,4142,27.5,1197,1371,-174,34873,0.19,0.81,1000000,6.1,618808,363756,Goal reach in 6.1 months. Excellent budget discipline!
445,57031,263258,7481,7561,-1.1,2816,2237,579,43199,0.76,0.24,50000,0.1,0,241658,Goal reach in 0.1 months. High risk: Expense ratio at 70%+. Reduce wants.
446,174671,244647,7688,5743,33.9,3949,2451,1498,28573,0.16,0.84,100000,0.3,0,230360,Dining increased by 34%. Goal reach in 0.3 months. Excellent budget discipline!
447,133236,40599,11824,13754,-14.0,4057,3120,937,47807,0.36,0.64,50000,0.5,0,16696,Goal reach in 0.5 months. Excellent budget discipline!
448,90917,435778,2544,1686,50.9,23912,30683,-6771,63380,0.7,0.3,50000,0.1,0,404088,Dining increased by 51%. Great! Shopping reduced by ₹6771. Goal reach in 0.1 months. Excellent budget discipline!
449,110376,400168,10528,11601,-9.3,9318,7982,1336,46889,0.42,0.58,1000000,14.5,599832,376724,Goal reach in 14.5 months. Excellent budget discipline!
450,184417,12405,11139,10698,4.1,1010,1080,-70,53842,0.29,0.71,1000000,7.6,987595,-14516,Goal reach in 7.6 months. Excellent budget discipline!
451,153292,277944,14170,12523,13.2,5061,5022,39,53165,0.35,0.65,1000000,9.4,722056,251362,Goal reach in 9.4 months. Excellent budget discipline!
452,127074,62259,5288,3668,44.2,4682,5157,-475,30246,0.24,0.76,500000,5.0,437741,47136,Dining increased by 44%. Goal reach in 5.0 months. Excellent budget discipline!
453,120864,423533,8047,6241,28.9,18407,16937,1470,51203,0.42,0.58,500000,6.0,76467,397932,Goal reach in 6.0 months. Excellent budget discipline!
454,154822,51550,4047,3060,32.3,20161,14364,5797,60625,0.39,0.61,100000,1.0,48450,21238,Dining increased by 32%. Goal reach in 1.0 months. Excellent budget discipline!
455,70561,376703,11021,10394,6.0,7847,7824,23,53403,0.76,0.24,1000000,53.9,623297,350002,Goal reach in 53.9 months. High risk: Expense ratio at 70%+. Reduce wants.
456,47851,100585,8354,5053,65.3,12505,11419,1086,34717,0.73,0.27,500000,36.5,399415,83226,Dining increased by 65%. Goal reach in 36.5 months. High risk: Expense ratio at 70%+. Reduce wants.
457,171068,444340,13996,11419,22.6,2149,1298,851,61247,0.36,0.64,100000,0.1,0,413716,Goal reach in 0.1 months. Excellent budget discipline!
458,45868,140596,10781,8181,31.8,1572,1033,539,55053,1.2,0.0,500000,-1.0,500000,113070,Dining increased by 32%. Falling short of goal due to overspending. High risk: Expense ratio at 70%+. Reduce wants.
459,154529,219423,13160,14778,-11.0,3463,3131,332,34115,0.22,0.78,1000000,7.9,780577,202366,Goal reach in 7.9 months. Excellent budget discipline!
460,78898,268627,10276,6236,64.8,7567,5512,2055,40156,0.51,0.49,50000,0.1,0,248549,Dining increased by 65%. Goal reach in 0.1 months. Excellent budget discipline!
461,191448,264198,4961,5134,-3.4,19372,15300,4072,35336,0.18,0.82,1000000,6.1,735802,246530,Goal reach in 6.1 months. Excellent budget discipline!
462,167850,347638,14214,10854,31.0,23614,29403,-5789,75067,0.45,0.55,100000,0.3,0,310104,Dining increased by 31%. Great! Shopping reduced by ₹5789. Goal reach in 0.3 months. Excellent budget discipline!
463,86283,491371,9313,9837,-5.3,13063,14696,-1633,49736,0.58,0.42,1000000,24.7,508629,466503,Goal reach in 24.7 months. Excellent budget discipline!
464,124805,443283,13110,8502,54.2,8254,5245,3009,51245,0.41,0.59,500000,5.6,56717,417660,Dining increased by 54%. Goal reach in 5.6 months. Excellent budget discipline!
465,55454,56429,11308,10938,3.4,2430,1628,802,29480,0.53,0.47,100000,3.4,43571,41689,Goal reach in 3.4 months. Excellent budget discipline!
466,111301,364145,6006,4485,33.9,10278,12367,-2089,42135,0.38,0.62,100000,0.4,0,343078,Dining increased by 34%. Great! Shopping reduced by ₹2089. Goal reach in 0.4 months. Excellent budget discipline!
467,145352,383543,5720,4583,24.8,15751,16126,-375,62891,0.43,0.57,1000000,11.2,616457,352098,Goal reach in 11.2 months. Excellent budget discipline!
468,168064,173558,2680,3752,-28.6,13215,12332,883,48500,0.29,0.71,500000,3.9,326442,149308,Goal reach in 3.9 months. Excellent budget discipline!
469,97431,464297,9475,8195,15.6,20940,13085,7855,44126,0.45,0.55,50000,0.1,0,442234,Goal reach in 0.1 months. Excellent budget discipline!
470,60207,138217,10946,14914,-26.6,6774,4311,2463,33589,0.56,0.44,100000,2.7,0,121422,Goal reach in 2.7 months. Excellent budget discipline!
471,168798,113904,10374,7017,47.8,5964,5156,808,48008,0.28,0.72,100000,0.6,0,89900,Dining increased by 48%. Goal reach in 0.6 months. Excellent budget discipline!
472,85946,272325,8011,7000,14.4,9899,8213,1686,43993,0.51,0.49,500000,10.6,227675,250328,Goal reach in 10.6 months. Excellent budget discipline!
473,179079,210774,2442,2969,-17.7,5402,5640,-238,47521,0.27,0.73,50000,0.1,0,187014,Goal reach in 0.1 months. Excellent budget discipline!
474,150750,317050,8054,9959,-19.1,9338,9320,18,61497,0.41,0.59,50000,0.1,0,286302,Goal reach in 0.1 months. Excellent budget discipline!
475,173625,287359,2938,2842,3.4,5072,5896,-824,40459,0.23,0.77,100000,0.3,0,267130,Goal reach in 0.3 months. Excellent budget discipline!
476,137496,37596,9312,12914,-27.9,5360,7226,-1866,46677,0.34,0.66,1000000,10.9,962404,14258,Goal reach in 10.9 months. Excellent budget discipline!
477,96077,488989,5465,7280,-24.9,12952,13318,-366,32930,0.34,0.66,50000,0.1,0,472524,Goal reach in 0.1 months. Excellent budget discipline!
478,46864,311563,14968,17406,-14.0,10170,9748,422,41974,0.9,0.1,50000,0.1,0,290576,Goal reach in 0.1 months. High risk: Expense ratio at 70%+. Reduce wants.
479,130294,429507,2493,2546,-2.1,6960,7996,-1036,29354,0.23,0.77,1000000,9.1,570493,414830,Goal reach in 9.1 months. Excellent budget discipline!
480,197157,41047,7470,8320,-10.2,2091,2269,-178,43592,0.22,0.78,1000000,6.5,958953,19251,Goal reach in 6.5 months. Excellent budget discipline!
481,53434,402966,8351,10386,-19.6,14031,17769,-3738,39827,0.75,0.25,500000,30.8,97034,383052,Great! Shopping reduced by ₹3738. Goal reach in 30.8 months. High risk: Expense ratio at 70%+. Reduce wants.
482,141798,103487,11010,7466,47.5,11437,11018,419,46868,0.33,0.67,1000000,10.3,896513,80053,Dining increased by 47%. Goal reach in 10.3 months. Excellent budget discipline!
483,78839,490993,6310,7562,-16.6,11775,7727,4048,41273,0.52,0.48,1000000,24.0,509007,470356,Goal reach in 24.0 months. Excellent budget discipline!
484,180387,300069,8101,8550,-5.3,7222,4597,2625,54219,0.3,0.7,500000,3.5,199931,272960,Goal reach in 3.5 months. Excellent budget discipline!
485,99193,444646,12313,12784,-3.7,12415,10261,2154,67160,0.68,0.32,1000000,28.4,555354,411066,Goal reach in 28.4 months. Excellent budget discipline!
486,144846,275894,3250,2876,13.0,4533,4194,339,44456,0.31,0.69,100000,0.4,0,253666,Goal reach in 0.4 months. Excellent budget discipline!
487,111742,485428,8174,10186,-19.8,8629,7976,653,62206,0.56,0.44,100000,0.1,0,454325,Goal reach in 0.1 months. Excellent budget discipline!
488,120430,407963,9947,13813,-28.0,4157,5623,-1466,39703,0.33,0.67,50000,0.1,0,388112,Goal reach in 0.1 months. Excellent budget discipline!
489,94279,169725,13222,10907,21.2,19489,19308,181,54381,0.58,0.42,50000,0.4,0,142534,Goal reach in 0.4 months. Excellent budget discipline!
490,179056,467466,5001,6535,-23.5,3128,2180,948,20097,0.11,0.89,1000000,5.7,532534,457418,Goal reach in 5.7 months. Excellent budget discipline!
491,107504,497026,11819,10051,17.6,16409,11425,4984,73172,0.68,0.32,50000,0.1,0,460440,Goal reach in 0.1 months. Excellent budget discipline!
492,161065,408762,6943,8047,-13.7,2888,2126,762,40455,0.25,0.75,100000,0.2,0,388534,Goal reach in 0.2 months. Excellent budget discipline!
493,162789,450677,9473,10379,-8.7,17922,22421,-4499,67534,0.41,0.59,1000000,9.6,549323,416910,Great! Shopping reduced by ₹4499. Goal reach in 9.6 months. Excellent budget discipline!
