user_id,monthly_income,current_balance,food_expense_monthly,transport_expense_monthly,shopping_expense_monthly,utilities_expense_monthly,rent_bill_upcoming,internet_bill_upcoming,electricity_bill_upcoming,subscription_netflix,subscription_spotify,subscription_prime,other_upcoming_bills,predicted_balance_15_days
2159,21239,56857,3945,5771,11788,6496,6730,1107,1705,0,119,0,3110,40705.5
2160,85661,19400,6486,2314,10937,5800,14684,781,3107,199,119,599,2792,27181.0
2161,65272,42115,4430,1162,11737,1496,9122,1146,727,649,119,0,4661,48914.5
2162,109393,16249,5510,4616,11185,1596,4795,915,3113,199,119,299,3243,46809.0
2163,81212,48825,2845,3825,14602,3508,13041,532,1113,0,179,599,4397,57180.0
2164,35398,26600,2567,1741,8972,4826,23697,581,2636,499,0,599,1724,5510.0
2165,76503,39706,4179,3643,6752,5569,11187,982,3715,0,179,299,933,50591.0
2166,26638,21222,4019,3537,945,1684,7840,647,2265,649,179,299,554,17015.5
2167,26570,43139,5319,661,3428,6156,13919,1106,3362,199,119,0,3,29934.0
2168,88785,43302,4320,4725,7973,6718,6726,1464,749,499,0,0,1284,65104.5
2169,29110,70159,3646,2450,7168,6760,3259,1491,2772,499,179,299,4068,62135.0
2170,99141,10646,5909,4820,14118,1318,20625,1447,3450,499,179,299,4976,15659.0
2171,32115,15543,10015,2281,11290,4626,4843,994,2442,199,119,299,3620,4978.5
2172,59062,24785,5420,5175,8739,2435,16754,669,3518,649,0,599,4505,16737.5
2173,42911,33406,2356,1977,10399,3403,5280,1222,1172,499,0,299,87,37235.0
2174,52556,53428,9485,3530,2984,6790,10796,1396,2715,199,0,599,4194,48412.5
2175,98131,25777,5081,4486,14734,3664,7567,1202,2657,199,179,299,1640,47117.0
2176,21969,59939,4280,606,2590,5324,12300,506,2296,0,119,599,216,48487.5
2177,63753,55026,6131,3168,10366,1728,4255,879,3744,199,0,0,190,66939.0
2178,102811,31553,7123,5435,1797,2287,9462,1325,796,649,179,0,1733,60493.5
2179,24470,25548,9422,1664,10072,5001,13432,1353,2427,649,179,599,4712,1352.5
2180,30225,65221,4787,1657,11248,6606,21042,933,2790,499,0,0,1205,41715.5
2181,43196,39265,6209,2746,5043,1560,22032,533,2756,199,119,0,2642,24803.0
2182,33669,42701,8540,1166,2257,2375,17942,1062,1766,199,119,599,3230,27449.5
2183,57380,53287,11389,2626,2197,2465,15150,1131,3825,0,0,299,3306,48927.5
2184,68320,8727,11470,3441,8222,3506,6371,637,1605,0,179,299,2847,17629.5
2185,67414,52717,2465,1011,8803,4886,22813,866,1957,199,119,599,3457,47831.5
2186,35577,34427,3487,749,14152,1024,24244,605,2066,199,179,0,4625,10591.5
2187,108009,18692,6942,1388,4397,2154,10620,1293,1527,199,179,299,3355,47784.0
2188,75409,33625,6597,1523,11202,5465,5932,531,3765,0,119,299,4166,44124.0
2189,48625,26918,6536,5194,2912,2459,24470,1135,3627,0,179,0,2164,11105.0
2190,101040,43136,2325,5348,11994,6107,12778,1181,2808,649,179,599,99,62476.0
2191,44089,54409,11957,1099,11004,5706,13304,1486,2089,499,0,599,599,42994.5
2192,56487,17577,6162,3522,8874,6471,11119,1457,2927,499,119,299,859,16027.0
2193,85838,29689,2303,3030,8448,6921,17557,1023,595,499,179,599,3891,37914.0
2194,116999,13154,7067,3383,9131,2220,17407,667,1859,499,119,0,2681,37521.0
2195,114795,23341,7024,2564,6152,3156,7983,1354,3316,0,119,599,2104,55815.5
2196,70138,76681,9715,2258,7172,6979,5521,577,2544,0,179,599,2240,87028.0
2197,62823,48330,11632,5913,2894,4291,22086,1045,2239,199,119,599,993,40096.5
2198,57208,70416,10340,4069,3185,1719,19402,708,1852,649,0,599,3910,62243.5
2199,74061,35313,4631,1742,8968,2105,21953,1337,1328,649,0,0,3581,34772.5
2200,50659,48900,8391,4829,2732,6656,19343,910,2161,499,179,599,1176,38058.5
2201,51890,36695,10287,2795,8923,4769,3783,507,2042,199,119,299,4125,38179.0
2202,99134,32225,4369,2425,5324,3479,12898,1236,1425,199,179,599,3440,54017.5
2203,67055,51156,2528,2562,14359,2920,19798,726,1648,0,119,299,3462,47447.0
2204,39508,79209,6675,3895,14828,4079,11555,674,2306,199,179,0,1376,67935.5
2205,62287,29829,3663,940,10234,5731,13767,580,3167,649,179,599,571,31176.5
2206,98916,27938,5364,5731,9161,6268,4103,1293,2807,649,119,299,4161,50703.0
2207,46984,61164,4341,3243,7849,4169,24275,556,1330,199,0,599,2213,45683.0
2208,28125,56530,8656,506,8294,4172,8309,634,2105,0,179,599,1515,46437.5
2209,56059,70199,6905,2086,1083,6849,4171,737,1049,649,0,299,3724,79138.0
2210,89569,62282,10884,1325,5205,4330,11634,971,3247,0,119,0,4659,75564.5
2211,37087,49801,11143,4324,4862,5451,9408,716,3256,0,179,0,179,41716.5
2212,25704,11465,7950,1768,3070,3058,15135,1238,1531,649,119,0,725,-3003.0
2213,80576,5326,3360,3936,11940,6535,24129,525,1062,0,0,0,4872,2140.5
2214,93384,5659,7127,3938,8563,6690,23945,686,2920,499,119,0,1040,9983.0
2215,107128,62289,7562,1810,8870,4321,16710,1381,721,499,179,0,81,85000.5
2216,92460,29594,10730,4533,14931,6771,9636,1129,1030,499,0,599,3111,41337.5
2217,47208,6763,11011,2127,14281,2870,5589,1208,2897,199,179,599,3018,1533.5
2218,105150,12828,7777,1536,201,4621,13031,615,530,649,0,299,1205,42006.5
2219,86024,49588,5925,5765,13913,2145,12695,1314,1881,499,119,0,3967,58251.0
2220,59882,13221,10463,977,88,4991,18527,1113,521,0,119,0,3797,10825.5
2221,45923,13211,10001,3178,14772,4373,8722,1391,1812,499,179,0,2981,4426.5
2222,49165,15569,3028,1214,14455,1124,16402,662,1253,0,179,299,2781,8665.0
2223,87203,39860,8018,2176,6299,1311,20106,913,713,649,179,599,3845,47555.5
2224,111749,73558,3242,2662,10188,1774,3841,677,1211,499,0,599,4652,109020.5
2225,24114,47337,11333,1008,12686,3920,21731,1484,1688,649,0,0,3446,15922.5
2226,84965,54311,10784,881,14011,6569,3645,779,2687,499,179,599,1490,70793.0
2227,56321,15515,9119,1680,8379,2831,11215,1297,3941,0,0,599,2288,13331.0
2228,93297,73695,11797,2345,5171,1693,22656,711,3512,0,0,599,2381,79981.5
2229,116652,26904,6210,5782,12939,6278,19390,553,3891,199,119,0,47,45426.5
2230,119304,61935,8406,4870,1554,2376,6701,566,908,199,119,599,4008,99884.0
2231,45426,45790,5377,2218,5599,6939,16908,1043,2985,199,119,599,462,36121.5
2232,37772,70580,6071,1600,12874,1989,12463,1262,1296,499,179,299,2364,59837.0
2233,23712,77148,3440,2360,8421,3846,15453,1019,2560,649,119,0,2419,57751.5
2234,21367,7636,5626,2591,11744,2752,15715,998,3048,499,119,599,1793,-15808.0
2235,111736,79129,2184,1217,13441,3959,8630,1445,1549,0,0,0,3540,109432.5
2236,71924,4892,6996,817,54,3453,18902,930,3081,649,119,599,1033,9881.0
2237,23726,23672,10412,5129,4366,4043,5556,1226,1360,0,0,0,587,14831.0
2238,109152,7812,10031,2276,4031,2716,22338,545,575,199,119,599,4518,23968.0
2239,47723,2654,7563,2784,9315,2626,10387,1091,865,0,179,599,3009,-758.5
2240,29108,56633,5188,1744,3140,4088,12858,534,2014,499,179,299,2774,44950.0
2241,97714,19143,11285,1833,8078,4331,16630,688,3663,0,119,0,475,33661.5
2242,55643,57934,4945,4169,11562,5028,7661,588,1340,0,119,599,4340,58256.5
2243,51324,69334,8765,1700,13257,1889,6801,834,3434,0,119,299,2739,67964.5
2244,103360,31087,4474,2294,1552,2378,10413,1446,3837,649,179,299,4583,56012.0
2245,28927,13618,8787,3201,13665,5584,20547,1458,2083,0,0,0,2900,-14525.0
2246,113680,10446,10792,1954,7795,5275,15071,635,998,0,0,0,1825,35849.0
2247,116546,50867,11352,2433,5271,6538,20665,1045,3741,199,119,299,4848,65427.0
2248,42443,53028,6599,1246,14665,2707,13856,1292,1869,199,179,0,1897,42349.0
2249,99973,62101,8274,1340,115,3364,14087,612,2280,499,0,0,3756,84307.0
2250,83449,29200,6313,2995,3613,6363,11187,671,1751,199,119,0,3566,43789.5
2251,96743,63465,4218,1588,12610,1231,19686,838,1198,0,179,599,1348,78165.0
2252,80233,41148,3152,1292,10802,2812,16805,1054,3227,199,179,0,2357,48414.5
2253,45537,22698,2056,1767,13883,2612,11947,1393,2750,649,0,0,2085,16483.5
2254,97576,44470,11396,2050,6372,6422,23643,1445,2993,499,179,299,4608,46472.0
2255,42612,53660,2143,3190,8551,5426,12418,1024,3065,199,119,299,3542,44645.0
2256,113977,55910,9218,792,8219,5656,10575,673,631,499,119,299,2446,85714.0
2257,26471,37450,10559,4522,3837,3996,12425,1136,1768,499,0,0,1600,21800.5
2258,55631,58463,11674,1904,3533,1247,8978,831,590,499,179,0,3077,62945.5
2259,112059,35757,8361,2148,13542,5378,17436,706,3697,649,0,299,2236,52049.0
2260,51348,72247,2615,3316,9610,6406,12089,842,971,0,0,299,1686,71060.5
2261,84732,74015,10062,4410,12231,6035,11154,1448,2488,649,179,599,4755,78740.0
2262,21177,33390,7977,5837,11108,3079,11183,1458,1765,499,0,599,4123,10351.0
2263,24760,58116,11780,3418,5831,6619,6362,603,1001,199,179,599,2001,45728.0
2264,52779,15161,8984,5671,5963,4741,14101,1141,3308,199,119,0,134,9869.0
2265,41636,34152,10890,1897,1294,5625,12646,539,886,649,0,0,1789,28608.0
2266,101889,22836,6971,2193,5970,5476,21396,522,1530,199,179,299,4400,34950.5
2267,73551,68543,7781,1537,7550,1062,20484,751,1611,499,179,599,2542,69688.5
2268,31556,57648,2944,4352,11821,5223,18755,1454,1097,499,179,0,4819,34453.0
2269,47598,28331,11114,5959,2075,2551,8104,1336,1407,0,0,599,3351,26483.5
2270,31563,12763,9078,2062,13830,4005,24999,789,3414,499,119,599,2907,-19269.0
2271,66819,71444,3746,1612,13031,4322,12512,701,3716,199,0,0,4987,71383.0
2272,93770,21187,7783,1791,7366,1294,19069,654,1854,0,119,599,2270,34390.0
2273,111055,13957,11751,1661,11869,5274,19306,1066,3735,199,0,299,3674,25928.0
2274,46966,6379,8907,1529,11345,5324,19255,605,3204,649,0,299,2027,-9729.5
2275,101709,29959,11275,4837,5207,1882,7502,759,2889,0,0,0,827,57236.0
2276,79889,29105,10625,4757,5817,1393,18252,1463,3572,499,119,599,1343,31906.5
2277,46987,2877,4926,3239,1778,3739,23971,699,3691,0,179,299,4294,-13603.5
2278,98714,50353,3089,1478,12867,4467,9037,1337,963,499,0,599,3127,73197.5
2279,78348,53567,4957,1017,12086,5167,20539,716,3009,499,0,299,406,55659.5
2280,44596,59913,4612,5493,10690,5413,12292,910,1572,199,119,299,1461,52255.0
2281,53174,4637,8047,1282,12720,4970,17466,1058,3366,499,0,599,1774,-7047.5
2282,84106,74778,8249,3331,373,5690,3996,1381,1850,499,179,0,1370,98734.5
2283,89967,44025,5759,5775,14770,5474,12627,616,973,499,179,0,485,57740.5
2284,79182,30742,9718,4680,13498,6002,24593,1385,1387,199,119,0,362,25339.0
2285,113300,13831,6263,5629,14062,5231,21929,923,1438,499,119,599,3801,25580.5
2286,107163,48762,3902,637,14329,3777,23084,711,2915,649,179,599,211,62673.0
2287,59310,20830,4567,1253,7557,4692,7984,654,1810,199,179,599,4796,25229.5
2288,76088,57044,10075,3453,10457,2401,19737,762,3595,649,179,0,2661,54312.0
2289,28906,75948,4994,5308,9323,6238,5318,1006,3270,0,119,599,915,66242.5
2290,56914,71202,7229,2955,10034,1905,16703,650,2840,199,179,0,1460,66566.5
2291,65379,39045,4010,3334,1573,1529,15719,711,1586,649,179,299,4238,43130.5
2292,98612,73051,9377,1079,6026,5618,5519,691,1067,199,179,0,3356,100296.0
2293,57650,28627,2830,3755,13235,4721,8427,1380,1373,499,0,0,1093,32409.5
2294,66881,17198,2048,3766,4444,1386,7603,1254,3508,199,119,0,1733,30400.5
2295,66413,71521,6210,5149,787,3621,21468,597,3984,0,119,599,1551,68526.0
2296,26012,31475,3178,895,1545,1572,3899,1040,3136,649,119,0,1333,30710.0
2297,70115,21403,7768,2437,12313,1643,19846,1200,759,199,119,299,864,21094.0
2298,27151,5681,9878,5753,13359,5071,20885,671,2156,499,0,299,1286,-23570.0
2299,77716,44292,2070,5928,13146,2292,15068,870,3455,649,0,299,4155,46936.0
2300,113747,7629,9686,5405,8561,4595,20099,1208,683,649,0,299,4617,22824.0
2301,112653,79814,9879,3089,13923,5642,8330,654,3619,649,0,299,308,106015.0
2302,56378,10417,7455,3534,13498,6605,22995,639,2694,0,0,299,1543,-5110.0
2303,62652,36765,10258,669,13835,3485,12180,1412,2317,499,119,0,1405,36035.5
2304,92430,76499,7612,2837,13171,6682,19595,1304,1091,499,119,599,1572,82784.0
2305,33467,58574,7769,3739,14202,1554,20137,1301,2271,649,119,599,2001,34598.5
2306,51010,29675,3777,3915,4374,6859,18473,755,1932,199,0,299,899,23160.5
2307,74691,74267,9380,4068,14676,3158,6750,1489,1517,649,179,0,1107,84280.5
2308,84157,42563,4228,3716,5447,4393,14881,1175,2987,499,119,299,3305,52484.5
2309,32289,13332,11981,3984,9894,3574,22606,1145,1981,0,119,299,4857,-16247.0
2310,64976,21177,10804,5335,9849,3224,19819,1363,728,0,179,299,4335,12336.0
2311,63596,70447,11814,2341,10120,6670,7929,915,3855,649,0,299,3794,69331.5
2312,43171,59104,10888,4260,4055,4609,17796,828,2096,0,179,599,4320,42965.5
2313,106365,6951,8746,5052,606,5719,21344,877,3279,0,179,599,4374,19420.0
2314,119590,30333,8391,3526,13336,2988,23656,1417,1868,199,119,0,3884,44864.5
2315,64139,23673,11429,5921,2576,1943,8813,765,2124,0,119,0,2476,30511.0
2316,68713,42870,4406,4465,6569,5568,4724,1040,3494,199,0,299,401,56565.5
2317,49734,73101,10440,2101,4124,6682,4494,638,1787,649,179,599,2093,75855.5
2318,92588,24821,2637,5979,5051,1993,21363,1359,1239,499,0,299,3247,35279.0
2319,83646,27494,10090,5880,322,4459,24812,1461,2925,499,179,599,3071,25395.5
2320,23654,76160,2949,1646,10068,2121,23437,1323,3674,199,119,599,3856,46388.0
2321,109022,2835,5587,4826,14648,6530,11437,1096,1453,499,179,0,3701,23185.5
2322,38743,20646,3111,3184,583,4446,10160,1011,3147,649,0,0,1807,17581.5
2323,68368,79360,10367,611,5389,5265,11575,748,2570,499,179,599,1389,85169.0
2324,110025,39335,2722,1092,11001,6109,3284,1362,2840,0,0,0,4399,72000.5
2325,94172,71351,5842,2939,14630,1055,18315,1325,1790,649,179,299,2398,81249.0
2326,26441,4429,5674,1738,8847,2756,8083,1244,975,649,119,599,4800,-8327.0
2327,44611,43950,6866,3294,4881,1657,23378,807,3499,499,119,599,91,28914.5
2328,32149,62654,2702,2914,8414,6052,11491,1072,2472,499,0,599,3232,49322.5
2329,79189,70143,4128,2629,2122,1259,3900,1284,2998,199,119,299,2179,93690.5
2330,41675,79527,11118,3353,14437,5736,4459,718,1397,0,179,599,2816,72874.5
2331,91031,33099,6233,3369,7699,3609,16680,1297,2534,499,179,0,1312,45658.5
2332,62668,41385,4517,5695,7796,4909,22305,1260,784,499,119,299,4553,31441.5
2333,33673,37919,3149,4098,2220,1403,5533,1083,3884,199,0,599,4029,33993.5
2334,96666,62782,3878,4303,5123,1794,9579,792,1685,499,179,299,898,89635.0
2335,108204,73116,11445,2026,3550,2561,20189,1400,1089,0,0,299,3172,91278.0
2336,100758,74590,11675,2469,5779,2183,10595,909,621,0,179,0,3092,98520.0
2337,85429,42387,2309,1451,10634,3641,21612,697,1635,649,0,0,248,51243.0
2338,43669,17823,5952,2002,13937,3664,4921,579,1762,649,0,0,2239,16730.0
2339,54068,48015,9728,4967,4928,5809,7972,884,3781,0,179,599,2632,46286.0
2340,108789,17339,5049,3836,13291,4607,5387,636,3920,199,179,599,3384,44038.0
2341,29435,5491,7766,609,12177,6492,13730,712,3058,649,0,0,4263,-15725.5
2342,114088,2706,11756,4486,166,2957,17830,1338,501,0,179,0,3704,26515.5
2343,72249,17728,11692,2854,6443,3093,4996,1118,1391,0,119,599,1197,32391.5
2344,57384,8997,8412,5819,10208,2752,7825,1459,1298,649,179,0,1991,10692.5
2345,101929,62408,6865,725,8309,5999,8282,706,1128,0,0,299,4503,87505.5
2346,96153,60097,2015,3511,6655,6197,16869,1163,2404,0,179,299,500,77570.5
2347,95388,40523,2605,4626,14947,4562,21887,632,960,0,179,299,1161,49729.0
2348,51401,27163,11573,1113,10001,2694,18451,1446,3499,0,0,599,98,16080.0
2349,91831,19718,6908,598,7342,1855,3104,665,2473,649,179,0,3128,47084.0
2350,54084,41619,10006,5958,2206,2295,11630,1002,1471,199,0,299,2294,41533.5
2351,75826,14126,11086,1310,13695,5755,20905,1424,1764,0,0,599,712,10712.0
2352,56451,66926,11759,3837,1250,4621,4351,929,3529,499,0,0,3914,71196.0
2353,27227,42633,8412,3199,4006,5206,5698,679,3361,199,0,0,106,35792.0
2354,51910,79654,10605,5409,11301,2038,22996,620,553,499,119,299,45,65801.5
2355,56041,5317,6120,1519,4558,5596,19892,673,1990,499,119,0,2443,-1175.0
2356,108920,46980,10507,3525,14021,5513,18300,830,608,0,0,0,3131,61788.0
2357,85681,46115,6666,4028,9863,6959,8310,567,779,649,179,299,2663,61751.5
2358,101571,63646,6820,4386,2151,5370,9190,1198,2188,499,119,299,949,90626.0
2359,85481,45158,9835,5682,5077,6316,16166,637,2198,499,0,0,3568,51375.5
2360,88576,57963,3849,5517,2297,4447,20658,1365,1580,499,119,599,2721,66655.0
2361,84174,49631,3953,3479,9228,6850,5822,1399,3387,0,0,599,3798,64958.0
2362,46160,51316,10580,3840,2614,4432,19447,807,3384,0,119,299,3289,36318.0
2363,37633,61342,4769,1296,1879,6864,6921,829,3785,649,0,0,4724,55846.5
2364,114880,17504,5046,2457,8788,6229,20243,1492,3599,0,119,299,3334,34598.0
2365,37014,70593,9594,3566,620,4748,14019,737,2751,199,119,599,3221,58191.0
2366,100532,28660,8840,5608,6698,3241,4547,1029,1044,649,179,599,3317,55368.5
2367,69104,39196,7066,3520,5507,6638,5076,575,2856,0,119,0,4596,49160.5
2368,61621,67938,4415,3180,8262,4530,16962,1446,1027,0,179,299,1817,66825.0
2369,97231,10605,4389,4941,13243,5894,19820,650,2431,499,119,299,4044,17125.0
2370,88388,59388,7924,5319,1803,2963,16908,1119,3914,0,0,599,2221,69816.5
2371,36014,57501,10495,3448,7116,4015,6657,1164,1508,499,179,299,4688,47977.0
2372,112578,55309,2763,4231,4533,4567,20146,815,1741,0,119,299,4267,76164.0
2373,53755,29043,9541,1601,9259,4870,3735,536,1116,0,179,299,957,36463.0
2374,60390,35635,2815,5984,1925,5864,10214,1463,2112,0,0,0,4904,38843.0
2375,43711,35132,8255,1537,1037,2484,14856,1344,3658,0,0,599,4718,25156.0
2376,111658,17366,2877,4731,11634,5234,7094,1157,2578,0,0,299,4814,45015.0
2377,77993,74107,9173,5923,3183,5956,7728,625,599,649,0,0,2385,89000.0
2378,94696,64580,9073,1291,9594,6955,6729,1296,3214,0,0,299,1434,85499.5
2379,47213,59889,6798,4674,10553,3339,10241,1119,3351,0,179,299,3169,52455.5
2380,77784,41236,8989,2278,9630,1334,20460,785,1838,499,179,599,2984,41668.5
2381,27421,6150,7039,5300,12003,2858,13472,739,994,199,119,0,3256,-12518.5
2382,106936,21423,11771,1481,8676,2207,4830,1386,3018,199,119,299,1436,51536.5
2383,119073,6137,8324,1765,4264,1924,13090,1113,1241,649,0,599,4473,36370.0
2384,37727,31992,11395,5670,4898,6076,20057,719,2038,0,0,0,1432,12590.0
2385,24358,46921,4823,1243,8437,3945,19932,506,1233,199,179,299,1774,25754.0
2386,85108,68917,7287,2931,14601,6381,17432,715,2156,499,0,599,417,74053.0
2387,114018,75690,5285,874,13136,6429,3895,1180,2306,499,0,299,982,110676.0
2388,52117,36235,9433,2253,14578,5439,21953,1085,1497,649,0,299,1138,19821.0
2389,108700,21122,8174,4397,6121,5752,20297,792,2878,499,119,0,2928,35737.0
2390,51910,25956,6826,3036,5789,6892,20560,1038,3765,199,179,599,1233,13066.5
2391,118032,65879,5664,2491,3371,4585,10273,1288,2253,199,119,0,4542,98165.5
2392,75754,60560,2497,3428,1350,6945,9696,983,3762,199,0,299,830,75558.0
2393,82438,70685,9641,5930,8721,5356,24249,542,2799,0,0,599,4093,64798.0
2394,49371,26660,6643,3946,5714,6481,23690,806,2261,499,119,299,4288,7991.5
2395,71501,3168,7056,1091,13134,5027,22657,592,1524,499,119,299,2860,-2785.5
2396,80946,47124,2131,5661,3814,5264,18042,1082,1982,0,179,299,1968,55610.0
2397,58467,37897,7443,5128,7147,5755,17900,768,2168,199,0,599,2471,30289.0
2398,37625,17032,2857,3069,6485,5295,15434,1120,1613,499,0,299,4801,3225.5
2399,53893,54797,10712,3372,9980,6504,20906,1192,3065,199,119,599,4743,35636.5
2400,96329,37294,10221,1676,9894,5677,10477,714,2279,0,179,299,4890,52886.5
2401,51007,45827,8147,1835,3625,5661,5802,1458,3687,199,179,0,4836,45535.5
2402,111302,5516,6604,5913,11512,4842,6122,613,2620,649,0,599,4337,31791.5
2403,59532,21751,11452,5193,8951,3398,15782,684,2703,0,0,299,1509,16043.0
2404,74253,32373,3558,612,8117,1027,5456,1420,1222,199,119,0,772,53654.5
2405,32323,32270,2015,4272,9595,4950,21033,624,2616,0,0,599,3672,9471.5
2406,93379,12386,5605,5731,8989,2898,5320,604,970,499,119,0,3986,35966.0
2407,34210,66817,3607,5794,531,5727,13697,736,3039,649,0,299,4196,53476.5
2408,36456,67184,7935,2345,10109,3427,20527,1152,2847,0,0,0,2857,46121.0
2409,51367,39879,4016,5921,13151,2625,14964,1304,3715,199,0,299,2680,29545.0
2410,74624,51597,5574,2487,4137,3575,11237,657,2234,499,179,299,1778,64139.5
2411,30106,41132,9274,5329,11608,3036,22698,973,1729,199,0,599,2019,13344.5
2412,88008,5626,11935,2485,598,2310,7406,1407,3465,199,0,299,2924,25266.0
2413,92240,79065,5791,3792,7428,4355,21993,1004,3260,0,179,299,588,87179.0
2414,84315,57390,8406,3742,8497,6861,10591,1460,3298,0,179,599,272,69395.5
2415,89249,18645,3088,5591,4904,4720,6119,773,2954,199,0,599,2929,40545.0
2416,90587,56144,3361,752,2909,5902,20784,1389,3486,0,179,299,2034,66804.5
2417,30756,15382,6473,623,13551,3274,22981,1352,3127,199,179,299,1501,-10838.5
2418,88011,6025,7294,1736,678,3074,24873,616,2445,0,179,599,2105,12822.5
2419,56378,45226,9106,1123,3384,6236,6511,1385,3868,649,179,599,3576,46723.5
2420,24255,71711,9319,3656,8922,1088,6828,1073,3129,0,119,0,4482,56715.0
2421,34484,76710,10667,3636,14776,4804,19949,1035,3346,199,0,0,4140,48341.5
2422,76549,5443,11481,3889,2025,6854,10651,559,1028,499,119,0,1281,17456.0
2423,54503,23395,10520,3917,13220,1121,12092,900,636,0,0,599,814,21216.5
2424,93794,12725,3186,2155,13190,5961,13370,1373,2766,649,179,599,1269,27171.0
2425,65113,35461,5414,1766,4228,1032,14784,1327,3065,649,119,599,4335,36919.5
2426,94069,43115,7486,3445,2766,5698,5771,1276,1971,649,179,0,3484,67122.0
2427,118117,73260,5536,1660,2098,1695,9777,679,2679,649,179,299,1151,111411.0
2428,25249,30690,3773,2794,6761,4841,3113,731,2535,199,179,299,1737,25437.0
2429,39201,3407,7415,940,391,1524,3531,975,1886,649,0,299,4371,6161.5
2430,78576,75568,4558,2592,10935,6143,12714,1154,1867,499,179,599,2465,83265.0
2431,29686,60560,7907,3205,3784,6444,6410,1344,2219,0,0,299,2254,52207.0
2432,73363,49340,7079,4259,6666,1246,12236,1423,1541,649,0,299,1575,58673.5
2433,117543,19794,11454,5612,3837,4926,11324,744,3987,0,179,599,832,47986.0
2434,20661,21881,8724,1053,12795,4101,14159,1092,2248,199,0,599,1369,-791.0
2435,64843,51703,7420,5404,1685,3096,4726,1137,1059,0,119,599,3902,63780.0
2436,115673,46354,5291,5566,6497,2962,24454,1148,2064,199,0,599,567,65001.5
2437,80963,16390,11210,1612,2914,3959,11217,1067,1427,199,179,599,4255,28081.0
2438,62828,29307,11981,3277,7116,3227,5648,712,3724,0,179,0,4191,33466.5
2439,68604,26502,5524,2333,9610,2393,15832,1105,2879,649,119,599,3996,25695.0
2440,30526,24486,5504,1814,13243,2907,12453,1394,2273,499,119,299,3187,7791.0
2441,88910,40258,10998,3993,12383,3023,5065,958,2866,0,0,299,3283,57043.5
2442,45592,59716,7989,3638,12393,5833,3933,1489,2300,499,0,0,598,58766.5
2443,48982,12748,4666,5870,12282,3478,4050,1303,3770,0,119,599,43,14207.0
2444,20207,64785,10596,3612,3726,6532,10116,627,2049,499,179,299,3529,45357.5
2445,108733,78050,9140,598,12965,5459,24427,1451,2311,0,179,299,1881,87787.5
2446,118936,24738,10785,4425,14848,1981,14106,716,1479,499,119,599,3543,47125.5
2447,88619,76231,8895,1979,11821,6398,22986,1210,3581,499,119,0,1883,75716.0
2448,49328,75606,6107,4896,11505,4223,9878,519,3710,0,179,599,380,71639.5
2449,66479,43662,5280,1722,4951,1226,3792,1066,666,0,179,599,2162,61848.0
2450,40103,17123,4212,5083,6058,2266,14367,1257,646,199,0,599,1658,9639.0
2451,59891,27616,10078,1504,7655,3057,8963,1262,3974,499,119,599,4483,26515.5
2452,30754,13182,11734,976,13077,6511,12547,559,3486,0,119,599,2892,-7792.0
2453,119983,64013,9601,5741,4610,6743,4385,1174,944,649,119,0,2982,100404.0
2454,101437,33331,2613,5931,7821,3251,20444,1213,2617,649,179,299,875,47965.5
2455,118540,48098,2868,1635,1084,3941,12563,1238,1851,199,0,599,3515,82639.0
2456,92982,28128,2811,3356,7583,1156,7138,628,3380,649,179,299,27,54866.0
2457,75922,33556,6862,2205,9199,3073,20533,1473,1418,0,119,299,635,36370.5
2458,68231,23876,6177,1017,1317,5063,17344,1056,3163,499,119,599,2015,26409.5
2459,49301,10949,3744,1720,6880,6797,10693,696,1752,0,119,299,2124,10346.0
2460,111652,53962,4256,3006,2349,1760,14394,1435,2351,649,119,599,586,83969.5
2461,82711,73206,9612,4825,7337,1773,9327,991,2173,649,119,599,3622,85308.0
2462,61323,26099,10713,1691,2693,2552,6353,1177,818,0,179,599,4329,34481.0
2463,38752,14716,9196,4380,7208,1957,16364,1003,535,199,0,0,3470,1150.5
2464,117912,54611,7423,3743,10470,1253,18205,746,2153,0,119,599,4424,75876.5
2465,102205,40885,7089,2477,13720,2569,7628,1237,754,199,119,599,3714,64810.0
2466,118452,55144,8608,5979,6881,4218,22832,1291,1836,649,119,299,3076,71425.0
2467,33395,67220,11717,2742,3722,5213,8327,759,1461,499,179,0,2395,58600.5
2468,105957,9837,3469,3590,3693,4236,17281,846,834,499,179,299,4009,31374.5
2469,76273,51355,4675,2387,4392,5645,24433,696,3591,0,119,299,3470,48334.0
2470,111878,49299,3513,5668,12742,6006,19452,606,797,199,119,599,1282,68219.5
2471,24895,21159,6876,5059,7224,5965,13058,1280,1544,649,119,0,390,4004.5
2472,96559,53012,3451,1473,13229,1807,15093,1243,977,499,119,0,1943,71437.5
2473,30699,61305,6654,5777,7802,6768,22892,1416,2291,0,119,599,1950,33887.0
2474,85061,19106,5007,565,12527,5916,19684,1112,3019,0,179,0,2637,22998.0
2475,29715,60123,5124,3406,5717,2781,18987,659,1461,649,119,599,3,43989.5
2476,39169,10720,3753,1070,11439,2221,21984,921,969,649,119,0,2690,-6269.0
2477,36163,39661,3612,4392,3134,6697,21537,1106,3920,0,119,0,4104,18039.0
2478,25782,23120,5275,807,2598,4663,17907,1427,3314,0,179,599,3538,2375.5
2479,108177,21790,10747,3908,10377,4200,24289,706,1089,0,119,0,2747,32312.5
