user_id,monthly_income,current_balance,food_expense_monthly,transport_expense_monthly,shopping_expense_monthly,utilities_expense_monthly,rent_bill_upcoming,internet_bill_upcoming,electricity_bill_upcoming,subscription_netflix,subscription_spotify,subscription_prime,other_upcoming_bills,predicted_balance_15_days,last_month_dining,last_month_shopping
2591,67096,13942,12119,2079,15371,3700,25000,800,1963,0,179,599,1458,-32691.5,8634.75,15623.3
2592,117495,188622,4391,2470,3062,3861,0,800,1237,649,179,0,2311,176554.0,3950.02,2310.52
2593,74869,55288,7061,1780,3048,7761,35000,800,937,499,0,0,2544,5683.0,6318.56,3792.11
2594,119205,142953,9080,2057,4828,9380,8000,800,1242,199,179,299,2677,116884.5,6577.65,4855.03
2595,144484,45313,6808,3658,6279,5997,0,800,994,499,119,0,2762,28768.0,5204.35,6958.22
2596,123828,17941,7259,4841,4521,2590,35000,800,2875,0,119,0,370,-30828.5,9029.53,5227.86
2597,134312,32107,7492,1734,14439,2096,0,800,2987,649,179,0,2743,11868.5,7939.64,16064.34
2598,37284,70228,6193,1331,22722,2570,25000,800,3208,0,179,599,24,24010.0,5948.21,26769.11
2599,100117,192939,13231,4623,18368,2697,35000,800,831,499,119,299,608,135323.5,16998.38,16183.78
2600,55330,77615,13084,2146,10938,3222,12000,800,3674,499,0,599,4922,40426.0,11430.19,9108.01
2601,99644,191179,9302,4348,7919,8085,35000,800,1034,649,119,299,1252,137199.0,11439.55,5842.84
2602,57460,18086,3083,6850,23442,2331,8000,800,925,499,119,299,235,-10644.0,3637.03,18791.13
2603,47909,115181,3650,2276,3615,7791,12000,800,1669,0,0,599,3594,87853.0,3082.51,2975.16
2604,26957,63843,4527,1379,22804,7596,12000,800,2418,0,0,299,2559,27614.0,3500.47,19672.03
2605,60127,30766,5105,1835,19267,9534,25000,800,3330,499,0,599,3220,-20552.5,5162.35,19117.8
2606,72585,105057,10278,3710,23788,8085,8000,800,3341,499,179,299,892,68116.5,12478.56,22189.11
2607,115627,177548,2374,4331,10664,4493,25000,800,3236,649,0,0,4540,132392.0,1670.57,7678.31
2608,57664,122596,3078,6972,8575,2339,0,800,2810,199,179,0,3024,105102.0,2195.95,9504.85
2609,25870,13950,5476,4669,5383,8899,0,800,3482,649,119,599,2522,-6434.5,5207.55,6907.09
2610,146283,195552,12851,6593,6536,9632,0,800,2262,649,179,299,1507,172050.0,11094.04,5800.55
2611,22891,126713,8613,2595,12753,9138,25000,800,3223,199,179,599,1333,78830.5,6920.85,13973.37
2612,125598,88302,11106,5204,8957,6840,8000,800,2951,0,0,299,835,59363.5,11392.2,9242.45
2613,80954,72067,14434,6780,18984,5933,35000,800,2012,0,119,299,2399,8372.5,10567.21,20122.61
2614,28957,65326,2275,5494,7229,5642,8000,800,3706,499,119,599,1549,39734.0,1769.38,5210.34
2615,120547,149012,14362,2179,17469,4820,25000,800,2569,499,0,0,1773,98956.0,11598.73,19867.26
2616,123666,76945,12254,3594,20116,6561,35000,800,1336,649,119,599,817,16362.5,8604.61,21855.45
2617,85495,120677,7871,6772,12348,6652,8000,800,2567,199,0,599,2182,89508.5,8795.69,13054.98
2618,139472,190938,2797,4995,7936,5246,35000,800,1290,199,119,599,2909,139535.0,2143.88,7437.94
2619,95658,102305,3901,1228,7615,8711,8000,800,2394,499,179,0,164,79541.5,4059.47,8332.52
2620,131972,96755,14040,3623,12686,2479,25000,800,2248,649,119,299,2823,48403.0,11232.29,13799.44
2621,142922,42092,4471,4723,2932,3552,25000,800,1723,499,0,599,882,4750.0,3915.1,2535.11
2622,72791,58377,10457,2557,22384,3898,0,800,2353,499,119,599,1914,32445.0,8330.57,27165.35
2623,133783,110462,11328,5837,8286,8009,35000,800,1466,0,119,599,95,55653.0,11157.66,7177.16
2624,54902,142432,3073,7768,2449,9392,8000,800,2252,199,179,599,271,118791.0,2584.58,1859.68
2625,59683,5988,5048,6775,19886,7650,12000,800,3859,0,179,0,3084,-33613.5,4761.67,17560.76
2626,31323,81779,6879,6160,3366,9322,0,800,3232,499,0,599,1110,62675.5,6949.6,4336.85
2627,40805,132474,12018,6136,2413,2343,25000,800,1056,199,179,0,405,93380.0,12404.4,2170.49
2628,65103,146878,10212,7079,20045,7669,12000,800,2902,199,179,299,293,107703.5,9047.77,19147.64
2629,73137,85315,13089,5632,16534,7695,8000,800,1724,499,119,0,1144,51554.0,15491.43,16077.76
2630,78321,87087,5307,3862,19513,9112,25000,800,3292,649,179,0,3502,34768.0,6817.45,15627.32
2631,32354,91636,5556,4970,18887,5516,35000,800,3681,649,119,0,3370,30552.5,4659.05,22960.6
2632,111550,134558,3611,5320,11961,2260,0,800,2041,0,0,599,4396,115146.0,2908.73,8419.46
2633,37533,112980,7904,6032,7773,7132,25000,800,806,499,179,0,2084,69191.5,9794.88,9742.72
2634,131602,17852,12868,7475,6470,4549,35000,800,3032,0,179,299,3378,-40517.0,14595.59,5257.67
2635,62503,24923,9376,5033,20425,4888,25000,800,1736,649,119,599,4253,-28094.0,10487.96,18487.84
2636,74050,46442,10409,1411,1039,3965,0,800,2374,649,0,299,592,33316.0,13379.95,1005.82
2637,67168,117333,7060,4436,2149,3119,0,800,2800,0,0,0,911,104440.0,8989.89,1965.56
2638,91330,133631,2229,1747,2528,6579,8000,800,2693,199,119,299,966,114013.5,2809.01,2975.78
2639,111119,11421,11638,2804,23044,9170,8000,800,1376,499,0,299,2924,-25805.0,13526.55,28146.58
2640,140634,169475,9631,5554,21663,7752,12000,800,2391,649,119,299,3495,127422.0,9481.62,17148.93
2641,54508,146751,5163,5879,21938,2493,0,800,3935,0,119,299,3904,119957.5,5652.44,26409.17
2642,109630,150272,12517,7436,22740,7359,0,800,1766,199,0,299,3097,119085.0,10000.77,21672.71
2643,56779,51562,13054,4076,11523,7766,35000,800,2495,499,0,299,872,-6612.5,14629.9,12664.72
2644,22942,193566,8369,7995,12273,7298,12000,800,2422,0,179,599,4588,155010.5,7535.51,15614.81
2645,41591,10320,10662,1698,14663,8410,0,800,2728,499,0,299,4021,-15743.5,12111.65,10874.97
2646,30897,35430,3862,7893,8626,6086,12000,800,3415,0,119,299,4655,908.5,3889.29,10449.61
2647,118719,159215,13974,3696,24757,7759,8000,800,3420,499,0,299,2907,118197.0,10966.4,31318.3
2648,111008,103995,6218,3447,18258,9035,0,800,2629,0,179,299,4877,76732.0,5874.53,22560.86
2649,27314,133302,7841,7170,1769,4260,8000,800,4000,649,179,0,713,108441.0,6326.35,2086.31
2650,88277,127566,10409,7720,22241,7241,8000,800,3205,499,0,0,1018,90238.5,13278.68,27733.07
2651,123757,96983,7189,6672,21587,6516,12000,800,2881,649,119,0,2559,56993.0,7255.61,17614.57
2652,44559,67908,7261,1930,9654,8724,0,800,2095,199,179,599,3093,47158.5,7042.45,10277.19
2653,56095,71439,14876,3344,12040,3798,0,800,2015,0,179,0,4812,46604.0,16311.1,13089.46
2654,33787,48158,9101,6131,20287,6302,8000,800,1243,199,119,0,2324,14562.5,7980.67,25079.12
2655,136912,149907,5673,7942,11734,4863,25000,800,1799,649,179,299,4178,101897.0,6009.77,10890.71
2656,114033,63825,14645,2335,14708,3187,12000,800,3466,499,119,0,4989,24514.5,13767.8,16719.06
2657,45191,10409,5953,6965,13682,5449,25000,800,2960,0,179,599,3562,-38715.5,5780.98,14347.84
2658,104943,75155,5070,3941,22010,6571,12000,800,3961,199,119,599,942,37739.0,5080.4,27526.47
2659,49428,152272,4072,2320,23638,9834,0,800,2946,649,119,299,107,127420.0,3770.52,26526.59
2660,49243,189520,12241,7928,13662,4946,8000,800,1243,649,0,299,3287,155853.5,12332.17,10564.05
2661,122279,94501,5663,7386,8675,6438,8000,800,1422,0,119,0,4280,65799.0,6426.42,8324.17
2662,87967,161405,6951,6658,11053,9661,35000,800,1779,199,0,299,411,105755.5,7624.74,10179.92
2663,106331,88049,9474,3781,18334,2353,35000,800,2750,0,179,299,2902,29148.0,9025.58,13699.87
2664,135803,185201,3278,5105,17546,5444,12000,800,3699,499,179,599,4555,147183.5,3623.54,22553.48
2665,45838,11321,3184,1056,23522,4922,12000,800,807,0,179,0,3741,-22548.0,4084.03,19359.08
2666,131853,6912,7601,2307,7705,3703,35000,800,974,199,119,599,3781,-45218.0,7631.79,9788.95
2667,119729,93099,11893,7840,24279,5720,25000,800,2740,649,179,299,2206,36360.0,10185.1,22602.09
2668,32884,63968,10535,5068,10527,6097,25000,800,2069,499,119,299,4608,14460.5,10812.47,10124.97
2669,115763,141399,11654,1925,20924,5412,12000,800,3251,499,119,299,736,103737.5,9547.59,22899.82
2670,49165,121634,11882,1355,22388,9392,35000,800,2809,0,0,0,240,60276.5,11315.7,28316.6
2671,76078,83103,10291,7918,20828,2947,35000,800,1316,0,0,599,2474,21922.0,9995.19,24474.45
2672,142800,6237,13090,7565,23212,8934,8000,800,1571,199,179,0,1646,-32558.5,13604.04,22372.79
2673,28402,153894,11287,7645,22699,4780,25000,800,3712,199,119,599,61,100198.5,10128.43,27901.07
2674,71009,11922,7027,7808,13702,5936,12000,800,1127,499,179,599,1183,-21701.5,5994.98,17192.93
2675,74169,82085,3992,3124,19104,6631,8000,800,2664,199,179,599,2378,50840.5,4554.76,20935.94
2676,70732,20464,13644,2367,2694,5257,25000,800,1669,649,179,299,4115,-24228.0,15439.61,2686.53
2677,47593,116349,3375,5954,9770,6418,25000,800,3711,0,119,299,2869,70792.5,3673.25,8180.17
2678,149232,9607,14955,4175,14324,9856,35000,800,3565,649,179,0,4546,-56787.0,17283.91,11761.56
2679,93530,158010,9153,2070,18397,3691,25000,800,814,0,179,299,2276,111986.5,10580.11,13836.23
2680,123610,46563,14684,3941,20143,7263,12000,800,1120,0,119,299,3391,5818.5,11382.0,14730.35
2681,140681,127329,10273,1828,14529,3884,12000,800,3340,649,119,599,2870,91695.0,12230.48,10581.31
2682,77079,56465,8585,4779,6157,9804,0,800,1728,0,179,299,952,37844.5,9430.37,6880.38
2683,127429,169596,9457,7386,11940,2048,0,800,2253,0,0,299,1428,149400.5,6805.99,11009.3
2684,47158,45850,13833,1038,21745,4474,12000,800,3547,0,0,0,1012,7946.0,16710.42,23406.77
2685,26832,181807,8590,7508,15206,3574,25000,800,2559,199,179,599,1001,134031.0,8672.99,17566.43
2686,116158,162328,6035,2609,8558,2545,25000,800,2590,499,119,299,211,122936.5,5751.68,7467.18
2687,98225,181619,2762,5109,8880,4212,0,800,2975,499,119,299,3762,162683.5,2330.05,10999.67
2688,63575,108032,10002,3574,14448,4532,25000,800,1983,499,119,299,4425,58629.0,12452.9,18277.05
2689,127171,22869,5951,6928,9883,3112,35000,800,3392,0,179,0,2642,-32081.0,6987.73,8967.54
2690,76198,193870,6215,6247,13068,7966,35000,800,2986,199,179,0,3624,134334.0,5184.28,12957.28
2691,32256,120128,10178,1753,1950,9031,8000,800,2638,649,119,299,2775,93392.0,10803.8,1666.31
2692,20705,48523,7818,6346,6277,9141,8000,800,3293,499,179,599,626,19736.0,9966.51,5258.56
2693,35039,134742,4724,2653,8743,9920,8000,800,3816,499,179,299,1007,107122.0,5052.85,9418.37
2694,69554,112845,13605,4237,9056,3809,12000,800,1349,199,179,0,3080,79884.5,15669.17,9503.02
2695,74847,189203,3113,7146,18927,8888,12000,800,1712,649,0,599,2573,151833.0,3847.7,23180.73
2696,68497,144140,12962,3444,12083,2261,25000,800,2317,0,179,599,1678,98192.0,9336.18,14063.99
2697,111619,92309,8809,6108,24307,5556,35000,800,1739,499,179,299,4791,26612.0,9679.33,21859.87
2698,139414,63780,2672,6190,21068,3021,8000,800,3613,199,179,599,2103,31811.5,2198.39,24759.37
2699,115362,82894,5319,1722,7141,6343,12000,800,883,0,0,299,1116,57533.5,5683.19,9162.85
2700,90981,196092,13597,6963,7458,5267,35000,800,2581,199,0,299,2593,137977.5,13665.74,9372.78
2701,44166,94545,4968,5843,18647,3265,12000,800,3722,499,179,0,3215,57768.5,4700.68,23746.14
2702,76329,23119,3818,7918,3076,2545,8000,800,2542,649,119,0,1830,500.5,3449.35,3442.81
2703,111794,55677,7282,2087,11248,3840,8000,800,1782,0,0,299,1258,31309.5,6478.74,11665.99
2704,120356,133810,2298,4688,2520,7849,35000,800,1475,199,179,599,388,86492.5,2635.66,2931.51
2705,119199,53656,3886,3763,5832,3861,12000,800,1973,199,0,299,4984,24730.0,3952.94,7098.19
2706,31612,190645,8675,3660,2264,7508,35000,800,3398,199,119,299,263,139513.5,6603.87,1971.77
2707,144577,189836,5885,3728,3381,3204,0,800,2838,649,0,599,2740,174111.0,4669.48,2842.43
2708,144516,55389,13943,2446,18996,8745,0,800,2522,199,179,299,2937,26388.0,17306.33,15786.67
2709,43637,10782,9308,2445,2799,9208,0,800,2649,649,0,599,4253,-10048.0,8114.81,2877.93
2710,41552,110415,5254,5073,21390,4024,8000,800,2647,0,0,599,1303,79195.5,6073.13,26740.15
2711,30968,21724,6493,3872,6535,3445,8000,800,1808,199,119,0,2812,-2186.5,8136.85,4864.69
2712,62216,79983,11188,3246,14276,2863,0,800,1179,499,119,0,3306,58293.5,10190.37,16745.93
2713,77370,67892,7731,3864,20278,6432,35000,800,3664,0,119,299,3353,5504.5,6897.35,21399.98
2714,52348,129368,4578,3899,3923,2407,35000,800,3392,499,179,299,3959,77836.5,4220.4,4011.43
2715,110099,48238,13078,7610,6804,4738,35000,800,2820,499,0,299,726,-8021.0,12720.19,8475.4
2716,113224,87759,7284,3218,14499,9303,35000,800,2856,499,0,299,4286,26867.0,7096.61,17918.27
2717,131327,152238,6943,5436,2146,2949,8000,800,1395,499,179,599,1284,130745.0,6753.51,1514.91
2718,115143,61745,6477,5401,24963,6438,25000,800,3031,499,179,599,562,9435.5,6871.68,18421.92
2719,87566,184006,7954,6411,11912,2006,35000,800,1401,649,0,599,1612,129803.5,7708.41,10867.07
2720,38984,100343,8180,7669,11879,7472,12000,800,3382,0,179,599,4270,61513.0,5735.32,13276.67
2721,135084,146855,13586,4841,9696,4335,12000,800,892,199,179,599,4646,111311.0,10559.43,11284.21
2722,90080,182986,2532,4507,8960,3194,12000,800,1396,199,0,599,1584,156811.5,3019.26,10959.16
2723,74135,90438,13540,5761,19880,4200,8000,800,983,499,179,299,4870,53117.5,16696.1,17388.39
2724,131950,198538,13681,6629,15321,9602,25000,800,2507,649,119,599,442,145805.5,13587.54,12115.57
2725,143470,60322,5131,7796,18368,4902,0,800,3220,0,0,0,3991,34212.5,5921.39,15838.82
2726,112975,82601,4761,1567,13996,9243,12000,800,3982,499,0,0,3254,47282.5,3882.82,17746.01
2727,41051,108516,10684,2850,9411,9103,25000,800,1171,0,119,299,2419,62684.0,12376.48,7074.66
2728,46862,189009,2524,3450,12470,5339,25000,800,4000,0,179,599,3258,143281.5,2713.98,10658.65
2729,33517,143049,6455,6627,5707,2480,35000,800,2654,199,0,299,374,93088.5,5264.54,5165.7
2730,39939,113542,9771,6967,11698,8720,0,800,1376,0,0,0,715,92073.0,7647.14,8574.94
2731,44584,51863,13218,4185,3516,7820,25000,800,891,499,0,0,2739,7564.5,12454.34,3102.29
2732,46649,83913,9601,1536,7412,9171,25000,800,1412,199,0,0,3561,39081.0,12300.32,6532.54
2733,80017,14596,5623,4115,12472,9630,12000,800,990,499,0,0,4085,-19698.0,5867.32,12329.23
2734,102524,66044,11591,1026,11797,8777,8000,800,3258,649,179,299,2919,33344.5,10528.98,8813.84
2735,95000,166971,12563,4198,13051,9194,35000,800,3421,649,119,0,3934,103545.0,11069.99,9873.33
2736,95167,166234,9898,7064,12407,5291,35000,800,3361,499,179,0,2135,106930.0,10075.4,9975.99
2737,27319,197244,2241,6148,3574,9711,12000,800,900,499,0,0,2390,169818.0,2693.51,4485.53
2738,82184,188611,3750,1734,5383,5069,8000,800,995,0,119,0,3256,167473.0,2784.41,3913.14
2739,79900,157530,3314,6788,7842,5961,35000,800,2725,199,0,0,4186,102667.5,3857.62,7066.61
2740,76789,191644,14978,1258,20126,6289,12000,800,2604,499,119,599,2709,150988.5,18110.27,17347.19
2741,32887,161086,4725,6811,22906,4770,12000,800,1334,499,119,599,1473,124656.0,3953.47,18316.56
2742,86412,138578,13836,7260,20589,9875,35000,800,1685,199,0,0,2449,72665.0,15586.42,19912.22
2743,40835,160841,6657,1684,8809,5714,25000,800,1161,199,119,299,1962,119869.0,7772.31,7625.37
2744,80980,108357,2775,2669,24996,4095,8000,800,1679,499,179,0,4761,75171.5,3088.06,24047.9
2745,128255,32449,8134,5243,2683,4603,25000,800,2893,499,179,599,3513,-11365.5,8437.41,2535.44
2746,93582,71023,9901,2964,4859,7488,35000,800,2233,199,179,599,4928,14479.0,10100.55,5325.3
2747,91722,6933,4902,2896,11826,9442,0,800,1738,199,0,299,283,-10919.0,4945.29,12702.43
2748,24610,109037,11130,7645,3921,9202,12000,800,2330,499,0,0,1149,76310.0,10200.6,3879.08
2749,81646,152646,13238,2975,20341,7626,35000,800,3736,199,119,0,1492,89210.0,13031.89,20884.08
2750,113566,162365,7949,6020,5899,2396,12000,800,1087,0,119,299,3233,133695.0,9467.78,7513.17
2751,124924,18450,11440,7602,3455,9252,0,800,3555,199,179,0,338,-2495.5,8122.75,2791.66
2752,138793,145463,2233,2541,19596,5414,25000,800,1936,499,179,0,3175,98982.0,1815.25,25120.59
2753,59233,123231,14147,3100,7778,3359,0,800,1161,0,179,0,3364,103535.0,11434.68,6458.83
2754,106949,115382,11187,6976,17332,3392,12000,800,3078,499,179,599,4834,73949.5,9605.26,16039.25
2755,25655,84979,12970,5092,2928,9983,8000,800,1530,649,179,599,493,57242.5,14868.85,3370.67
2756,110406,64480,12238,5113,23955,4868,8000,800,2914,499,119,0,427,28634.0,9389.21,30651.28
2757,121780,78925,8561,1806,8715,4591,0,800,1345,199,119,299,3629,60697.5,10650.36,11284.04
2758,75647,54797,4508,2001,6410,2455,12000,800,917,199,179,0,4113,28902.0,4120.64,5776.8
2759,136963,61861,6499,7070,7340,8127,12000,800,2371,0,119,299,2216,29538.0,6900.63,5477.88
2760,102066,50368,12009,6670,16662,4809,12000,800,2628,199,119,599,2454,11494.0,13268.63,12087.95
2761,106150,182498,10930,7796,20903,5192,35000,800,2725,649,0,299,287,120327.5,11340.93,20419.55
2762,24326,35873,6789,2735,24258,4382,12000,800,2384,0,0,299,3910,-2602.0,6953.25,24781.72
2763,79489,83618,4519,7316,24151,4514,0,800,2319,649,179,299,4362,54760.0,3207.26,28487.54
2764,147862,183120,3289,4274,13379,7569,12000,800,2557,199,119,0,2131,151058.5,3070.31,14373.1
2765,149108,84063,8643,6896,13446,3155,12000,800,892,649,0,599,524,52529.0,8731.99,9748.03
2766,26309,28869,9595,7888,5613,7372,8000,800,2058,0,0,0,663,2114.0,7724.93,4750.72
2767,32109,177803,4586,6622,17969,9566,35000,800,3232,499,179,0,370,118351.5,4866.81,20353.86
2768,74380,61967,3210,7861,4058,7118,0,800,1334,499,179,299,1650,46082.5,4059.74,4566.15
2769,112577,44920,13237,3341,21001,7242,25000,800,2470,0,119,299,3282,-9460.5,11797.47,25203.35
2770,98355,48682,12579,1706,21313,6585,25000,800,2147,649,119,599,651,-2374.5,13199.17,17389.91
2771,126279,48344,9187,3153,20787,8306,25000,800,3480,649,179,299,901,-3680.5,7562.87,19279.35
2772,98159,58373,11472,1684,2598,4005,0,800,3280,649,0,299,45,43420.5,14419.37,1999.37
2773,149036,155403,13840,2696,9291,7028,12000,800,3929,199,119,0,1808,120120.5,10406.0,8667.76
2774,119361,13604,3601,4064,1230,2633,35000,800,2923,499,119,0,2321,-33822.0,4127.84,969.35
2775,132097,193536,7013,5548,13310,8870,25000,800,1698,499,179,299,3601,144089.5,7271.66,11711.36
2776,31292,30829,4260,1688,21397,3465,35000,800,1341,649,179,599,692,-23836.0,4614.42,18340.93
2777,57331,20298,3729,4983,3809,5510,0,800,1345,499,0,599,1472,6567.5,3987.56,4050.45
2778,145755,29849,13954,7006,17534,3882,25000,800,978,499,179,0,1375,-20170.0,15987.64,14212.0
2779,26991,116351,14214,4666,3720,7261,8000,800,3552,199,0,299,1316,87254.5,10693.11,4411.07
2780,124864,47592,8205,7772,3377,3909,8000,800,2642,0,119,0,237,24162.5,7292.32,3585.47
2781,102920,23568,2910,5843,6038,9327,8000,800,3017,0,179,299,4227,-5013.0,3406.67,5280.79
2782,70279,19878,9938,4077,18390,3119,8000,800,3321,499,0,0,4529,-15033.0,10571.71,18660.18
2783,34094,131992,2941,6070,1416,2352,8000,800,3456,649,179,599,3126,108793.5,3718.1,1772.49
2784,93648,160728,13002,3194,15890,5323,25000,800,2562,499,119,0,520,112523.5,9829.99,19835.56
2785,144203,6393,4002,3313,21333,2633,0,800,3030,199,0,0,879,-14155.5,4755.79,27156.21
2786,30866,39810,12542,5984,10945,7201,25000,800,990,199,119,599,2322,-8555.0,11067.09,7982.88
2787,89587,30593,11086,2520,15388,7884,8000,800,2176,199,0,299,2018,-1338.0,10652.23,17661.81
2788,68051,135018,2708,1634,12838,8346,0,800,1455,199,0,599,3547,115655.0,2370.93,10819.83
2789,145377,105131,9058,7712,23686,6740,25000,800,2624,0,119,299,634,52057.0,9533.4,18852.69
2790,39867,127267,12458,4221,14720,5137,8000,800,877,0,179,299,4917,93927.0,13361.6,10861.5
2791,141661,73503,8244,6646,7433,2529,25000,800,1178,0,0,599,4717,28783.0,6756.14,6090.6
2792,99517,31643,14664,6742,11352,7854,25000,800,3081,199,119,299,1392,-19553.0,14349.77,8243.8
2793,64338,85758,11635,6602,20964,5894,8000,800,2879,649,179,599,989,49115.5,12450.91,19859.58
2794,86614,99329,2789,5419,13661,4127,0,800,1845,199,0,299,3008,80180.0,3185.9,14178.66
2795,84208,45238,11719,7501,17025,3121,0,800,3150,649,179,599,3770,16408.0,9833.27,16667.13
2796,127416,130834,3011,6954,12498,6482,0,800,1070,199,179,599,3397,110117.5,3413.12,15280.74
2797,67767,80334,6985,5111,15518,4906,12000,800,3343,499,119,299,1540,45474.0,5767.79,17111.18
2798,72696,162189,5874,7943,12093,9284,35000,800,3594,199,179,299,4002,100519.0,7449.9,15672.9
2799,78421,64522,11502,6869,12986,9606,25000,800,2021,499,0,599,1147,13974.5,14225.93,9377.47
2800,22392,132962,12264,3461,4835,8774,12000,800,1653,499,119,299,354,102571.0,10062.06,5990.95
2801,94332,6863,9647,7995,3948,5072,12000,800,1677,0,0,599,2993,-24537.0,7381.58,5030.63
2802,69328,192459,2018,3325,23436,9248,25000,800,3498,499,179,299,1357,141813.5,2522.29,18697.87
2803,81999,15702,3619,4397,21786,3110,8000,800,1261,0,119,599,1975,-13508.0,3254.19,27602.65
2804,30598,179630,4101,3383,21368,2466,12000,800,2186,0,0,599,3995,144391.0,3263.82,26314.41
2805,138882,79349,11143,2227,4776,8838,35000,800,1648,649,179,599,720,26262.0,8303.25,4766.77
2806,128686,137364,5834,4380,21003,2472,0,800,1663,0,119,599,334,117004.5,4795.61,16546.6
2807,121788,55724,7374,2905,8953,9220,25000,800,1748,649,119,299,243,12640.0,8073.37,7154.68
2808,104114,74659,3322,7586,14233,4561,12000,800,1947,499,119,599,3602,40242.0,2923.11,15885.46
2809,32202,70480,2281,7836,14642,2261,35000,800,1168,499,179,0,2233,17091.0,1805.11,13398.25
2810,98790,28791,12115,3259,13107,6132,35000,800,1170,649,119,299,3358,-29910.5,11425.45,10446.87
2811,84490,193945,5103,1471,10903,9611,12000,800,1506,199,179,299,4300,161118.0,3798.21,13711.41
2812,47470,107250,5712,2837,24644,4637,0,800,3805,499,0,599,1794,80838.0,5938.27,27770.49
2813,88156,171308,4731,6751,5244,7550,35000,800,3576,649,179,599,3508,114859.0,4415.43,4346.46
2814,37474,194059,11825,5731,13417,9566,25000,800,2370,649,0,0,3785,141185.5,8692.32,13605.22
2815,69148,20345,2519,3968,21991,2582,35000,800,3835,199,0,299,3028,-38346.0,1842.64,28075.22
2816,108900,96528,4280,4845,3315,6361,25000,800,3208,499,0,0,702,56918.5,3137.14,3552.96
2817,137844,38522,6387,4333,14338,6125,25000,800,3672,199,119,0,541,-7400.5,6755.49,17797.08
2818,143349,197101,7992,3945,8768,2197,25000,800,1829,649,0,0,3718,153654.0,5747.26,7199.28
2819,62989,146943,4918,1601,17441,9449,12000,800,3469,199,0,0,552,113218.5,4726.32,21331.26
2820,83818,127421,12648,1448,5552,8013,35000,800,2986,0,0,299,4505,70000.5,9912.91,6013.47
2821,102003,38780,9409,2151,18165,2737,12000,800,3469,199,119,599,4201,1162.0,10101.47,20406.45
2822,77552,20423,3459,6738,16188,5018,0,800,2581,199,179,299,4203,-3539.5,4088.12,19261.44
2823,129280,197529,6300,3408,12211,5804,35000,800,2901,649,119,599,3098,140501.5,5445.73,12748.9
2824,85802,152438,5882,7100,2486,8948,12000,800,1290,199,119,0,929,124893.0,6019.94,2473.21
2825,42945,86198,8164,5576,15898,8840,35000,800,2517,649,0,299,2205,25489.0,8290.04,15036.5
2826,27225,187550,12642,1065,11997,5193,0,800,2203,649,119,599,2882,164849.5,10390.5,12655.46
2827,118377,45662,14161,6952,1550,6657,25000,800,3499,649,0,599,2799,-2344.0,13749.02,1546.54
2828,110712,31946,3359,2628,17890,9176,25000,800,2034,649,179,299,3465,-17006.5,3168.77,21328.07
2829,132161,41354,2578,5944,6822,4106,12000,800,2430,0,0,299,3836,12264.0,3220.11,8619.51
2830,89785,17219,5356,6425,6499,3566,8000,800,3376,0,179,299,121,-6479.0,3966.87,7868.16
2831,125057,157639,10164,1452,7028,4944,8000,800,812,649,179,0,4931,130474.0,13148.15,7877.16
2832,40022,176461,10087,2864,16604,3629,12000,800,2935,0,119,599,3593,139823.0,11054.95,12296.07
2833,44739,101260,14340,7823,23629,2440,25000,800,2170,199,179,599,2778,45419.0,13729.38,25867.15
2834,146214,158331,2334,3650,19309,3724,0,800,3454,199,179,0,2181,137009.5,1910.04,16916.11
2835,132127,82644,8415,3718,4050,4457,0,800,2507,199,0,299,4869,63650.0,10066.51,4249.97
2836,131213,20865,12438,4263,10645,3966,12000,800,3026,199,179,599,3369,-14963.0,15586.51,12964.95
2837,20331,21746,13616,4942,9641,9204,8000,800,1599,0,0,599,328,-8281.5,17389.91,8529.42
2838,43536,93973,13623,7898,17665,9963,25000,800,2213,199,119,599,1419,39049.5,16403.3,13741.49
2839,89249,174986,12690,3800,14679,3999,8000,800,2472,649,179,599,426,144277.0,14532.26,14984.23
2840,28258,51560,12967,3194,8656,8108,0,800,1361,0,0,299,2228,30409.5,14819.42,8491.86
2841,45226,148577,10133,5874,16481,9036,8000,800,2274,649,0,0,718,115374.0,11220.24,11581.5
2842,137803,10721,2817,3463,10949,9439,25000,800,2234,199,119,599,2682,-34246.0,3361.91,13793.29
2843,90309,62463,2708,5892,17846,3393,12000,800,934,649,0,299,2471,30390.5,2579.84,13584.42
2844,37819,128157,5803,2851,22346,6284,12000,800,1186,499,119,299,3586,91026.0,5885.47,27759.27
2845,106374,38430,12094,6634,7201,4541,12000,800,2568,0,179,599,1,7048.0,12625.55,9069.6
2846,75514,42146,10524,2839,4485,7535,0,800,3663,0,179,299,3076,21437.5,9711.76,4839.48
2847,27971,57472,12552,3516,9263,5912,8000,800,3433,499,179,299,3476,25164.5,11943.83,8560.91
2848,20727,102433,2862,5072,21074,4164,8000,800,3308,199,179,599,4334,68428.0,3234.44,18319.21
2849,39614,115998,7165,5132,13184,9304,12000,800,3312,499,179,299,1878,79638.5,5757.32,15876.19
2850,73178,30530,6046,3032,17648,9656,8000,800,2397,0,179,299,644,20.0,7599.88,14862.68
2851,132003,103242,6704,2350,9541,7432,8000,800,3680,499,179,599,2077,74394.5,5793.37,10776.01
2852,96833,97182,8583,2148,3408,3295,0,800,2603,649,119,599,1199,82496.0,8831.07,3867.44
2853,148891,149645,11523,5783,16372,5726,8000,800,2323,199,0,0,2346,116275.0,14609.15,15048.49
